topic,component,metric,filter_conditions,time_type,time_index,time_label,aggregation,value,unit,query_terms,recommended_answer
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,8,系统时间年度-第8月,当期,5745.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第8月，处理中工单数量为5,745件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,8,系统时间年度-第8月,当期,326.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第8月，待处理工单数量为326件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,8,系统时间年度-第8月,当期,194.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第8月，已关闭工单数量为194件。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,9,系统时间年度-第9月,当期,5312.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第9月，处理中工单数量为5,312件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,9,系统时间年度-第9月,当期,278.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第9月，待处理工单数量为278件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,9,系统时间年度-第9月,当期,145.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第9月，已关闭工单数量为145件。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,10,系统时间年度-第10月,当期,4890.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第10月，处理中工单数量为4,890件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,10,系统时间年度-第10月,当期,195.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第10月，待处理工单数量为195件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,10,系统时间年度-第10月,当期,112.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第10月，已关闭工单数量为112件。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,11,系统时间年度-第11月,当期,5520.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第11月，处理中工单数量为5,520件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,11,系统时间年度-第11月,当期,315.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第11月，待处理工单数量为315件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,11,系统时间年度-第11月,当期,165.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第11月，已关闭工单数量为165件。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,12,系统时间年度-第12月,当期,5980.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第12月，处理中工单数量为5,980件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,12,系统时间年度-第12月,当期,430.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第12月，待处理工单数量为430件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,12,系统时间年度-第12月,当期,258.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第12月，已关闭工单数量为258件。
